WORD_ID,WORD,MEANING,DAY,STATUS,LEVEL,AUDIO
24,zone,"구역, 지대",DAY_01,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=zone
25,harbor,"항구, 품다",DAY_01,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=harbor
26,identify,"확인하다, 식별하다",DAY_01,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=identify
27,youth,"젊음, 청년",DAY_01,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=youth
28,ability,"능력, 재능",DAY_01,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=ability
29,damage,"손상, 피해",DAY_01,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=damage
30,ultimate,"궁극적인, 최후의",DAY_01,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=ultimate
31,unique,"독특한, 유일무이한",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=unique
32,damage,"손상, 피해",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=damage
33,valuable,"가치 있는, 귀중한",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=valuable
34,reasonable,"합리적인, 타당한",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=reasonable
35,wealth,"부, 재산",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=wealth
36,ability,"능력, 재능",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=ability
37,accept,받아들이다,DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=accept
38,narrative,"이야기, 서사",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=narrative
39,gather,"모으다, 모이다",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=gather
40,capacity,"용량, 능력",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=capacity
41,patience,"인내, 끈기",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=patience
42,scenery,"경치, 배경",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=scenery
43,harbor,"항구, 품다",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=harbor
44,generate,"생성하다, 일으키다",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=generate
45,journey,"여정, 여행",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=journey
46,heritage,"유산, 전통",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=heritage
47,impact,"영향, 충격",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=impact
48,background,"배경, 바탕",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=background
49,magnificent,"웅장한, 감명 깊은",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=magnificent
50,justice,"정의, 사법",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=justice
51,identify,"확인하다, 식별하다",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=identify
52,quarter,"4분의 1, 구역",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=quarter
53,temporary,"일시적인, 임시의",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=temporary
54,campaign,"캠페인, 운동",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=campaign
55,laboratory,"실험실, 연구소",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=laboratory
56,economy,경제,DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=economy
57,familiar,"익숙한, 친근한",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=familiar
58,facility,"시설, 기능",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=facility
59,object,"물체, 반대하다",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=object
60,balance,"균형, 잔고",DAY_02,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=balance
61,youth,"젊음, 청년",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=youth
62,zone,"구역, 지대",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=zone
63,justice,"정의, 사법",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=justice
64,generate,"생성하다, 일으키다",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=generate
65,knowledge,"지식, 알고 있음",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=knowledge
66,abandon,"버리다, 포기하다",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=abandon
67,sacrifice,"희생, 희생하다",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=sacrifice
68,barrier,"장벽, 장애물",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=barrier
69,narrative,"이야기, 서사",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=narrative
70,patience,"인내, 끈기",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=patience
71,laboratory,"실험실, 연구소",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=laboratory
72,package,"꾸러미, 포장",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=package
73,ultimate,"궁극적인, 최후의",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=ultimate
74,candidate,"후보자, 지원자",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=candidate
75,observe,"관찰하다, 준수하다",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=observe
76,warning,"경고, 주의",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=warning
77,notice,"알림, 알아차리다",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=notice
78,object,"물체, 반대하다",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=object
79,impact,"영향, 충격",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=impact
80,talent,"재능, 장기",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=talent
81,reality,"현실, 실제",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=reality
82,landscape,"풍경, 경치",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=landscape
83,maintain,"유지하다, 주장하다",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=maintain
84,heritage,"유산, 전통",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=heritage
85,qualify,자격을 얻다,DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=qualify
86,debate,"토론, 논쟁",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=debate
87,vacant,비어 있는,DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=vacant
88,element,"요소, 성분",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=element
89,familiar,"익숙한, 친근한",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=familiar
90,magnificent,"웅장한, 감명 깊은",DAY_03,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=magnificent
91,sacrifice,"희생, 희생하다",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=sacrifice
92,qualify,자격을 얻다,DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=qualify
93,quarter,"4분의 1, 구역",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=quarter
94,scenery,"경치, 배경",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=scenery
95,damage,"손상, 피해",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=damage
96,background,"배경, 바탕",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=background
97,gather,"모으다, 모이다",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=gather
98,wealth,"부, 재산",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=wealth
99,identify,"확인하다, 식별하다",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=identify
100,facility,"시설, 기능",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=facility
101,talent,"재능, 장기",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=talent
102,capacity,"용량, 능력",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=capacity
103,temporary,"일시적인, 임시의",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=temporary
104,notice,"알림, 알아차리다",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=notice
105,unique,"독특한, 유일무이한",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=unique
106,reality,"현실, 실제",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=reality
107,package,"꾸러미, 포장",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=package
108,journey,"여정, 여행",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=journey
109,observe,"관찰하다, 준수하다",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=observe
110,reasonable,"합리적인, 타당한",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=reasonable
111,ability,"능력, 재능",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=ability
112,landscape,"풍경, 경치",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=landscape
113,accept,받아들이다,DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=accept
114,harbor,"항구, 품다",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=harbor
115,maintain,"유지하다, 주장하다",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=maintain
116,knowledge,"지식, 알고 있음",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=knowledge
117,balance,"균형, 잔고",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=balance
118,campaign,"캠페인, 운동",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=campaign
119,economy,경제,DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=economy
120,valuable,"가치 있는, 귀중한",DAY_04,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=valuable
121,valuable,"가치 있는, 귀중한",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=valuable
122,patience,"인내, 끈기",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=patience
123,element,"요소, 성분",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=element
124,abandon,"버리다, 포기하다",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=abandon
125,scenery,"경치, 배경",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=scenery
126,wealth,"부, 재산",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=wealth
127,youth,"젊음, 청년",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=youth
128,justice,"정의, 사법",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=justice
129,barrier,"장벽, 장애물",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=barrier
130,quarter,"4분의 1, 구역",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=quarter
131,familiar,"익숙한, 친근한",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=familiar
132,accept,받아들이다,DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=accept
133,vacant,비어 있는,DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=vacant
134,ultimate,"궁극적인, 최후의",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=ultimate
135,reasonable,"합리적인, 타당한",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=reasonable
136,warning,"경고, 주의",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=warning
137,laboratory,"실험실, 연구소",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=laboratory
138,magnificent,"웅장한, 감명 깊은",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=magnificent
139,zone,"구역, 지대",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=zone
140,candidate,"후보자, 지원자",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=candidate
141,generate,"생성하다, 일으키다",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=generate
142,heritage,"유산, 전통",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=heritage
143,unique,"독특한, 유일무이한",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=unique
144,impact,"영향, 충격",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=impact
145,object,"물체, 반대하다",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=object
146,capacity,"용량, 능력",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=capacity
147,debate,"토론, 논쟁",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=debate
148,balance,"균형, 잔고",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=balance
149,narrative,"이야기, 서사",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=narrative
150,temporary,"일시적인, 임시의",DAY_05,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=temporary
151,talent,"재능, 장기",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=talent
152,sacrifice,"희생, 희생하다",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=sacrifice
153,qualify,자격을 얻다,DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=qualify
154,observe,"관찰하다, 준수하다",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=observe
155,warning,"경고, 주의",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=warning
156,package,"꾸러미, 포장",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=package
157,gather,"모으다, 모이다",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=gather
158,background,"배경, 바탕",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=background
159,campaign,"캠페인, 운동",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=campaign
160,abandon,"버리다, 포기하다",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=abandon
161,economy,경제,DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=economy
162,maintain,"유지하다, 주장하다",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=maintain
163,landscape,"풍경, 경치",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=landscape
164,debate,"토론, 논쟁",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=debate
165,harbor,"항구, 품다",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=harbor
166,facility,"시설, 기능",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=facility
167,notice,"알림, 알아차리다",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=notice
168,journey,"여정, 여행",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=journey
169,zone,"구역, 지대",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=zone
170,knowledge,"지식, 알고 있음",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=knowledge
171,ultimate,"궁극적인, 최후의",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=ultimate
172,identify,"확인하다, 식별하다",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=identify
173,element,"요소, 성분",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=element
174,barrier,"장벽, 장애물",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=barrier
175,damage,"손상, 피해",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=damage
176,youth,"젊음, 청년",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=youth
177,vacant,비어 있는,DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=vacant
178,ability,"능력, 재능",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=ability
179,candidate,"후보자, 지원자",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=candidate
180,reality,"현실, 실제",DAY_06,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=reality
181,ability,"능력, 재능",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=ability
182,campaign,"캠페인, 운동",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=campaign
183,justice,"정의, 사법",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=justice
184,magnificent,"웅장한, 감명 깊은",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=magnificent
185,unique,"독특한, 유일무이한",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=unique
186,identify,"확인하다, 식별하다",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=identify
187,temporary,"일시적인, 임시의",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=temporary
188,heritage,"유산, 전통",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=heritage
189,object,"물체, 반대하다",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=object
190,balance,"균형, 잔고",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=balance
191,facility,"시설, 기능",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=facility
192,scenery,"경치, 배경",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=scenery
193,background,"배경, 바탕",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=background
194,harbor,"항구, 품다",DAY_07,미암기,Normal,https://translate.google.com/translate_tts?ie=UTF-8&client=tw-ob&tl=en&q=harbor
